"Var1","Freq","group","x","label","rank","label1","Country","Year","Survey"
"0",75.4095618704771,30,1,"",0,"0","Zambia",2018,"ZMIR71FL"
"1:P",24.5904381295229,30,1,"P",1,"1:P","Zambia",2018,"ZMIR71FL"
"0",59.9958789226417,10,1,"",0,"0","Zimbabwe",2010,"ZWIR62FL"
"1:A",3.68585125999822,10,1,"A",5,"1:A","Zimbabwe",2010,"ZWIR62FL"
"1:G",2.95351612963546,10,1,"G",4,"1:G","Zimbabwe",2010,"ZWIR62FL"
"1:P",15.0821444072659,10,1,"P",6,"1:P","Zimbabwe",2010,"ZWIR62FL"
"2:AG",0.26407478236269,10,1,"AG",1," ","Zimbabwe",2010,"ZWIR62FL"
"2:AP",16.1390389352627,10,1,"AP",7,"2:AP","Zimbabwe",2010,"ZWIR62FL"
"2:GP",0.761454703277725,10,1,"GP",2," ","Zimbabwe",2010,"ZWIR62FL"
"3:AGP",1.11804085955561,10,1,"AGP",3," ","Zimbabwe",2010,"ZWIR62FL"
"0",69.6034101468079,20,1,"",0,"0","Zimbabwe",2010,"ZWIR62FL"
"1:A",3.94992604236091,20,1,"A",1,"1:A","Zimbabwe",2010,"ZWIR62FL"
"1:P",9.18958401601289,20,1,"P",2,"1:P","Zimbabwe",2010,"ZWIR62FL"
"2:AP",17.2570797948183,20,1,"AP",3,"2:AP","Zimbabwe",2010,"ZWIR62FL"
"0",73.5533361891688,30,1,"",0,"0","Zimbabwe",2010,"ZWIR62FL"
"1:P",26.4466638108312,30,1,"P",1,"1:P","Zimbabwe",2010,"ZWIR62FL"
"0",62.8147529639674,10,1,"",0,"0","Zimbabwe",2015,"ZWIR71FL"
"1:A",3.71058485928797,10,1,"A",4,"1:A","Zimbabwe",2015,"ZWIR71FL"
"1:E",0.771649072368958,10,1,"E",3," ","Zimbabwe",2015,"ZWIR71FL"
"1:P",13.877094071074,10,1,"P",5,"1:P","Zimbabwe",2015,"ZWIR71FL"
"2:AP",18.3333259333668,10,1,"AP",6,"2:AP","Zimbabwe",2015,"ZWIR71FL"
"2:EP",0.450771934607277,10,1,"EP",2," ","Zimbabwe",2015,"ZWIR71FL"
"3:AEP",0.0418211653276166,10,1,"AEP",1," ","Zimbabwe",2015,"ZWIR71FL"
"0",73.4191531058145,20,1,"",0,"0","Zimbabwe",2015,"ZWIR71FL"
"1:P",26.5808468941855,20,1,"P",1,"1:P","Zimbabwe",2015,"ZWIR71FL"
"0",73.4191531058145,30,1,"",0,"0","Zimbabwe",2015,"ZWIR71FL"
"1:P",26.5808468941855,30,1,"P",1,"1:P","Zimbabwe",2015,"ZWIR71FL"
